order_id,customer_id,order_date,order_value,delivery_days,order_hour,is_weekend,account_age_days_at_order,hist_orders_before,hist_return_rate_before,hist_abusive_return_rate_before,hist_chargebacks_before,price_vs_category_avg,days_to_return,category_accessories,category_apparel,category_beauty,category_electronics,category_footwear,category_home,category_mobile,payment_method_COD,payment_method_UPI,payment_method_card,payment_method_wallet,return_reason_changed_mind,return_reason_damaged,return_reason_no_longer_needed,return_reason_not_as_described,return_reason_size_issue,return_reason_wrong_item,is_abusive_return
ORDbf9a91aa75,CUST104809,2025-02-17,1373.84,1,12,0,1080,1,0.0,0.0,0,1.963,17.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD8fb3fa5b10,CUST101690,2025-02-17,564.89,1,7,0,863,2,0.5,0.0,0,0.403,26.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
ORD22965c35d1,CUST100419,2025-02-17,1335.98,7,23,0,951,2,1.0,0.5,1,1.909,10.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
ORDf0cf60f885,CUST104129,2025-02-17,1717.14,5,22,0,1091,1,0.0,0.0,0,0.954,7.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0
ORD688807bfa3,CUST105314,2025-02-17,1514.68,2,19,0,671,1,0.0,0.0,0,1.683,11.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
ORD96f87463f7,CUST104960,2025-02-17,522.59,1,2,0,0,0,0.0,0.0,0,0.373,28.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
ORD4f798effa0,CUST100972,2025-02-17,2072.33,2,1,0,1045,2,0.0,0.0,0,1.48,25.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORDff2623b662,CUST103207,2025-02-17,8095.83,4,11,0,544,0,0.0,0.0,0,0.578,17.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0
ORDb0e363224f,CUST100526,2025-02-17,7302.94,5,0,0,360,0,0.0,0.0,0,1.124,21.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0
ORD57d34ce32c,CUST101020,2025-02-17,1612.19,4,3,0,823,3,0.6667,0.6667,1,0.896,7.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0
ORD873105a461,CUST103821,2025-02-17,369.82,6,23,0,1159,2,0.0,0.0,0,0.411,24.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
ORD529498016f,CUST103661,2025-02-17,392.11,6,7,0,1132,0,0.0,0.0,0,0.436,11.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1
ORDa15f61452c,CUST101919,2025-02-17,4745.21,3,14,0,1046,2,0.5,0.0,0,0.73,5.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0
ORDa2e0d7a248,CUST101738,2025-02-17,10600.53,1,6,0,692,4,0.25,0.0,0,1.631,3.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
ORDe1835d0f69,CUST104262,2025-02-17,1331.1,5,7,0,1069,2,0.0,0.0,0,0.605,28.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0
ORD62845b7495,CUST102077,2025-02-17,1284.67,6,1,0,1013,1,0.0,0.0,0,0.918,2.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
ORDe64257559e,CUST100807,2025-02-17,3342.91,7,13,0,471,1,0.0,0.0,0,1.857,7.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
ORD139f72da4f,CUST105500,2025-02-17,2246.05,5,15,0,463,2,1.0,0.5,0,1.248,14.0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
ORD814776c723,CUST100755,2025-02-17,330.46,7,13,0,996,1,0.0,0.0,0,0.472,6.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORDb683360fc1,CUST102664,2025-02-17,1552.96,4,14,0,332,3,0.6667,0.0,0,0.706,28.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
ORD6df952c92e,CUST103456,2025-02-18,691.92,7,17,0,1068,5,0.4,0.4,0,0.494,18.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
ORD9dae33eeb3,CUST100019,2025-02-18,10751.04,2,22,0,969,3,0.0,0.0,0,0.768,5.0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0
ORD93454f7888,CUST105651,2025-02-18,8303.65,1,17,0,997,4,0.5,0.0,0,3.774,4.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
ORDb5e04823bf,CUST102883,2025-02-18,1419.1,4,18,0,912,1,0.0,0.0,0,1.014,7.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
ORD2080ce075d,CUST105008,2025-02-18,405.23,4,22,0,288,1,0.0,0.0,0,0.579,23.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
ORDf8a6aadbde,CUST102390,2025-02-18,2831.91,4,17,0,146,0,0.0,0.0,0,1.287,7.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD5b113bf6af,CUST103370,2025-02-18,2312.8,2,9,0,726,1,0.0,0.0,0,1.051,7.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1
ORDff230988b9,CUST104680,2025-02-18,2551.15,2,0,0,403,0,0.0,0.0,0,1.16,27.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1
ORD980f0f2f6b,CUST104399,2025-02-18,430.84,4,8,0,0,1,0.0,0.0,0,0.615,13.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
ORD865b1a5eb6,CUST101388,2025-02-18,2864.08,5,9,0,239,1,1.0,0.0,0,1.591,29.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1
ORDbe6bd2fc04,CUST100334,2025-02-18,950.18,5,14,0,787,1,0.0,0.0,0,0.679,21.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD1824040346,CUST104649,2025-02-18,1629.0,7,20,0,984,2,0.5,0.0,0,1.164,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
ORD54e8f9f8d3,CUST101417,2025-02-18,5720.39,4,4,0,593,1,0.0,0.0,0,0.88,9.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
ORD33c12bd38c,CUST100787,2025-02-18,928.58,2,2,0,0,0,0.0,0.0,0,0.663,25.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
ORDe6e9e8cf56,CUST101846,2025-02-18,6434.46,5,16,0,381,1,0.0,0.0,0,3.575,23.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0
ORDf64a0c4ead,CUST105353,2025-02-18,1971.29,6,12,0,850,1,0.0,0.0,0,0.896,18.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0
ORD23f865d0ba,CUST102926,2025-02-18,1430.09,1,12,0,572,1,1.0,0.0,0,0.65,13.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD56806708cd,CUST103852,2025-02-18,1432.98,3,3,0,114,0,0.0,0.0,0,0.651,23.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0
ORD5b5d925099,CUST104732,2025-02-18,693.57,1,19,0,982,2,1.0,0.0,0,0.385,2.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0
ORDe0362f8945,CUST104366,2025-02-19,20956.82,4,0,0,23,0,0.0,0.0,0,1.497,24.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,0
ORDa5e3158bb6,CUST101013,2025-02-19,4528.46,7,8,0,1098,0,0.0,0.0,0,2.058,19.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0
ORDfcc7ce2482,CUST104767,2025-02-19,1839.76,6,9,0,156,1,1.0,0.0,0,1.022,16.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0
ORD66fda9f7ee,CUST102084,2025-02-19,1803.3,1,18,0,294,1,0.0,0.0,0,1.288,15.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD9c18685987,CUST103314,2025-02-19,1213.83,1,13,0,1174,1,0.0,0.0,0,1.349,6.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
ORD75492bca3e,CUST100014,2025-02-19,1414.05,7,8,0,1157,2,0.0,0.0,0,1.01,13.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
ORD9359019ae4,CUST103163,2025-02-19,1132.91,6,17,0,955,3,0.6667,0.0,0,0.809,28.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
ORD8246fa112c,CUST104447,2025-02-19,3382.76,5,16,0,1065,2,0.0,0.0,0,1.538,29.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0
ORD6289c1462a,CUST102171,2025-02-19,1702.7,3,3,0,820,1,0.0,0.0,0,0.774,21.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0
ORD5d625f6da5,CUST101334,2025-02-19,702.49,7,0,0,1113,2,0.0,0.0,0,1.004,13.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
ORD7ab0da3308,CUST104188,2025-02-19,13311.66,5,11,0,347,2,0.0,0.0,0,0.951,12.0,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0
ORDaf75edf9d8,CUST101286,2025-02-19,1277.94,2,21,0,808,2,0.0,0.0,0,0.913,25.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0
ORD7e5f64a031,CUST103589,2025-02-19,9307.59,3,11,0,638,1,0.0,0.0,0,1.432,17.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0
ORDa24d901895,CUST104916,2025-02-19,1421.25,1,2,0,500,0,0.0,0.0,0,1.015,8.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
ORD4f99ef03c9,CUST104524,2025-02-19,1747.88,7,11,0,810,3,0.0,0.0,0,0.794,5.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0
ORDc593fab2d7,CUST105425,2025-02-19,2919.7,1,0,0,865,1,0.0,0.0,0,1.622,4.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0
ORD8bb399172b,CUST104913,2025-02-19,565.23,4,12,0,1112,5,0.8,0.6,2,0.628,29.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
ORD4675930c8e,CUST101918,2025-02-19,501.53,2,9,0,51,1,0.0,0.0,0,0.716,17.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0
ORDa03ea6f186,CUST100936,2025-02-19,407.74,2,15,0,613,2,0.0,0.0,0,0.582,30.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1
ORD81005910d2,CUST104913,2025-02-19,506.77,1,6,0,1112,4,0.75,0.5,1,0.362,22.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
ORD113b10e132,CUST105731,2025-02-19,7238.93,4,6,0,396,0,0.0,0.0,0,1.114,29.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
ORD6b02ecfcf4,CUST103970,2025-02-19,1779.5,5,20,0,818,2,0.0,0.0,0,0.809,13.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0
ORD9629bbcead,CUST103372,2025-02-19,2555.01,3,9,0,801,0,0.0,0.0,0,1.161,11.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD15443fea25,CUST100100,2025-02-20,1111.18,2,18,0,761,2,0.0,0.0,0,0.617,19.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1
ORD71aa2edfd2,CUST101283,2025-02-20,703.07,2,14,0,913,0,0.0,0.0,0,0.502,16.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD62420b66cc,CUST101216,2025-02-20,5214.46,7,6,0,505,0,0.0,0.0,0,0.802,20.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0
ORD6e6944b070,CUST101931,2025-02-20,823.93,2,15,0,534,1,1.0,0.0,0,0.915,6.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
ORD07d24067da,CUST101878,2025-02-20,2455.94,7,21,0,997,1,0.0,0.0,0,1.754,9.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
ORD0b05afb168,CUST103042,2025-02-20,737.8,6,10,0,498,1,0.0,0.0,0,0.527,30.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
ORD0f1be16b29,CUST101159,2025-02-20,2818.85,5,11,0,1124,2,0.0,0.0,0,1.566,14.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0
ORD6b54ccabf6,CUST102270,2025-02-20,776.54,3,4,0,381,0,0.0,0.0,0,1.109,9.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
ORD10d75d5581,CUST103384,2025-02-20,1508.65,3,19,0,453,2,0.0,0.0,0,1.078,5.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
ORD7ae9dcc705,CUST105113,2025-02-20,514.31,2,4,0,703,0,0.0,0.0,0,0.571,13.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
ORD7a0285ea2a,CUST102290,2025-02-20,1566.1,2,23,0,531,2,0.0,0.0,0,0.87,10.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1
ORD22b103f234,CUST100483,2025-02-20,1399.35,5,10,0,0,0,0.0,0.0,0,1.0,6.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORDc7fa11e5e6,CUST100887,2025-02-20,7860.37,5,23,0,905,0,0.0,0.0,0,0.561,26.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0
ORD66d25a6be9,CUST103406,2025-02-20,1153.54,5,2,0,1072,6,0.1667,0.0,0,1.282,29.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0
ORDb1d04ce920,CUST102462,2025-02-20,17744.47,2,7,0,0,1,0.0,0.0,0,2.73,18.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0
ORDde9a0ccd5a,CUST102605,2025-02-20,3616.07,2,3,0,1004,0,0.0,0.0,0,1.644,16.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0
ORDbe7cef3ef5,CUST102012,2025-02-20,18583.01,3,0,0,939,3,1.0,0.0,0,2.859,15.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0
ORD42c3262e0e,CUST102591,2025-02-20,2555.59,3,5,0,1160,4,0.5,0.5,0,1.825,18.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
ORDc2b18e741e,CUST105036,2025-02-20,884.8,7,9,0,1183,1,0.0,0.0,0,0.983,19.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
ORD73bdd97866,CUST100884,2025-02-20,1015.21,5,13,0,627,1,0.0,0.0,0,0.725,15.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
ORDc07c9eb086,CUST100179,2025-02-20,9139.76,3,10,0,780,3,0.0,0.0,0,0.653,29.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,0
ORDf655478c12,CUST104973,2025-02-20,3623.03,6,21,0,1098,0,0.0,0.0,0,0.557,28.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0
ORD7ade5731ab,CUST103456,2025-02-20,1107.12,4,20,0,1070,6,0.5,0.5,0,1.23,28.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
ORDb2458cd3cd,CUST102738,2025-02-20,3080.68,1,3,0,1047,4,0.25,0.0,0,1.711,9.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0
ORD6fcba7759b,CUST102961,2025-02-20,916.95,4,12,0,441,1,0.0,0.0,0,1.31,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
ORD368af7563e,CUST103021,2025-02-20,724.58,1,1,0,591,0,0.0,0.0,0,1.035,21.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
ORD52f3acafdf,CUST101138,2025-02-20,569.25,2,16,0,815,1,0.0,0.0,0,0.407,14.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
ORD273f1d6983,CUST102218,2025-02-20,2944.87,6,2,0,347,0,0.0,0.0,0,1.636,8.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
ORDd47c5ddc1e,CUST104068,2025-02-20,2317.45,6,7,0,372,1,1.0,1.0,0,1.287,8.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1
ORD96220b4101,CUST100581,2025-02-20,1340.63,4,11,0,765,2,0.0,0.0,0,0.958,14.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0
ORDccd3fd05fc,CUST101448,2025-02-20,2766.79,6,3,0,174,0,0.0,0.0,0,1.258,3.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD5eed2cd641,CUST100850,2025-02-20,1787.14,2,6,0,1055,1,0.0,0.0,0,1.277,13.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
ORD79756a548b,CUST100837,2025-02-20,1308.11,4,19,0,1002,0,0.0,0.0,0,0.595,24.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0
ORD6d3566d23f,CUST104834,2025-02-20,6627.02,5,4,0,1074,3,0.3333,0.0,0,1.02,24.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
ORDf1eb7cb337,CUST103091,2025-02-20,1520.46,2,22,0,146,0,0.0,0.0,0,0.691,30.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1
ORDbd704b6899,CUST104505,2025-02-20,460.22,5,15,0,782,3,0.0,0.0,0,0.657,25.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD1cdaa64435,CUST102574,2025-02-20,1101.88,2,23,0,1094,5,0.2,0.0,0,0.787,20.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
ORDcb118b64dc,CUST100931,2025-02-21,2464.88,5,7,0,969,1,0.0,0.0,0,1.369,30.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
ORDeabf283fff,CUST103953,2025-02-21,1115.93,6,19,0,945,0,0.0,0.0,0,0.797,25.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
ORD5302f88aab,CUST105809,2025-02-21,10061.27,1,5,0,1107,3,0.3333,0.0,0,1.548,4.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0
ORD77027f3beb,CUST101683,2025-02-21,5558.32,3,11,0,1171,2,0.5,0.0,0,0.855,13.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
ORDe803226126,CUST104106,2025-02-21,13611.19,4,4,0,816,2,0.0,0.0,0,2.094,17.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0
ORD88a3e80f3c,CUST105752,2025-02-21,1968.54,2,14,0,1153,2,0.5,0.0,0,1.094,11.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0
ORDaa3336fd0e,CUST100741,2025-02-21,1320.55,1,4,0,1008,3,0.6667,0.0,0,0.943,19.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0
ORD7f8e47a854,CUST100477,2025-02-21,1794.43,3,21,0,944,3,0.0,0.0,0,0.816,12.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD06d8500f4d,CUST104542,2025-02-21,6164.75,6,2,0,269,0,0.0,0.0,0,0.44,7.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
ORD8e6aa10f9d,CUST104679,2025-02-21,6122.85,1,16,0,787,0,0.0,0.0,0,0.942,11.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,0
ORD05662b48da,CUST105141,2025-02-21,2107.34,7,22,0,629,4,0.25,0.0,0,0.958,24.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
ORDb8b104e2bc,CUST105143,2025-02-21,289.67,3,12,0,1101,4,0.25,0.25,0,0.414,16.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
ORD0dec4bbe2e,CUST100396,2025-02-21,637.27,1,21,0,1154,2,0.0,0.0,0,0.455,30.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
ORD9516b60afa,CUST101288,2025-02-21,2235.48,6,16,0,791,1,0.0,0.0,0,2.484,24.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0
ORDf833a9ed0a,CUST105517,2025-02-21,2623.08,4,1,0,277,1,0.0,0.0,0,1.192,19.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0
ORD6445aca2cf,CUST103293,2025-02-21,3507.52,2,5,0,0,1,0.0,0.0,0,1.594,10.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0
ORDbe245c0cb4,CUST104988,2025-02-21,2825.35,5,12,0,1032,0,0.0,0.0,0,1.57,22.0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1
ORDf13a6ad8b4,CUST101012,2025-02-21,856.19,1,19,0,1035,3,0.0,0.0,0,1.223,20.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
ORD57c941c66e,CUST102528,2025-02-21,3506.25,2,21,0,822,3,0.3333,0.0,0,0.539,14.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0
ORD6a8e319f79,CUST105381,2025-02-21,1854.79,4,13,0,447,3,0.0,0.0,0,0.843,7.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
ORDd991b1878a,CUST102722,2025-02-21,863.65,1,6,0,771,4,0.0,0.0,0,0.48,28.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0
ORD1d8cbb4f34,CUST103075,2025-02-21,1316.68,4,9,0,920,3,0.3333,0.3333,1,0.94,6.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1
ORD51decf4f37,CUST103486,2025-02-21,1037.65,5,23,0,673,2,0.0,0.0,0,0.741,25.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD9b397cd4c1,CUST101452,2025-02-21,6989.08,5,15,0,169,0,0.0,0.0,0,3.177,16.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0
ORD5a252ab286,CUST100798,2025-02-21,2865.27,7,12,0,497,1,1.0,0.0,0,1.302,4.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
ORD4b5879b1bc,CUST101139,2025-02-21,982.49,2,1,0,1034,2,0.0,0.0,0,0.447,13.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0
ORD6d3728aeac,CUST105120,2025-02-21,2116.84,2,19,0,1031,1,0.0,0.0,0,1.512,24.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
ORD1bdf059e18,CUST105593,2025-02-21,3763.87,7,14,0,404,2,0.5,0.0,0,1.711,22.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0
ORD30f44e4400,CUST101877,2025-02-21,7041.43,5,7,0,0,0,0.0,0.0,0,1.083,24.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0
ORD7afcf06a70,CUST103775,2025-02-22,3641.22,5,6,1,19,1,0.0,0.0,0,2.023,10.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0
ORDc3ac7c3922,CUST101017,2025-02-22,1569.54,5,20,1,572,0,0.0,0.0,0,0.713,27.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0
ORD5e0cedd11d,CUST101240,2025-02-22,480.13,7,8,1,562,1,0.0,0.0,0,0.533,11.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORDc307f13c43,CUST103824,2025-02-22,1717.35,4,15,1,732,2,0.0,0.0,0,1.227,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
ORDbb23e16d27,CUST100605,2025-02-22,5183.33,6,17,1,471,1,0.0,0.0,0,2.356,17.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0
ORDb51592c326,CUST103706,2025-02-22,6268.85,6,14,1,1053,2,0.0,0.0,0,0.964,8.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,0
ORD2279bc2130,CUST105627,2025-02-22,1698.21,7,13,1,1131,3,0.0,0.0,0,1.213,20.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
ORDdb93648031,CUST103436,2025-02-22,399.63,4,12,1,816,3,0.0,0.0,0,0.285,22.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
ORD4977805bc8,CUST105061,2025-02-22,828.79,4,18,1,651,4,0.0,0.0,0,0.592,15.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
ORDfc981bc641,CUST103710,2025-02-22,2132.07,6,6,1,880,3,0.0,0.0,0,0.969,28.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0
ORD90803478c3,CUST103326,2025-02-22,1632.35,1,19,1,731,1,0.0,0.0,0,1.814,6.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORDddfc31f61f,CUST101009,2025-02-22,1502.14,2,12,1,847,1,0.0,0.0,0,1.669,3.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
ORD961c941c70,CUST105321,2025-02-22,1932.41,5,3,1,99,1,0.0,0.0,0,2.147,30.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
ORDefdef58692,CUST105234,2025-02-22,1136.23,2,9,1,265,2,0.5,0.0,0,0.812,5.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
ORD183a36f800,CUST101474,2025-02-22,2234.36,4,23,1,1062,2,0.5,0.0,0,1.596,12.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
ORD6bfb155066,CUST100098,2025-02-22,2488.71,5,16,1,342,1,0.0,0.0,0,1.778,27.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0
ORD9ab78b7f4a,CUST100405,2025-02-22,1667.55,2,3,1,527,1,0.0,0.0,0,1.853,9.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
ORDce0fd97744,CUST102706,2025-02-22,1290.33,4,23,1,734,3,0.3333,0.0,0,0.922,24.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
ORDb35b11e9ad,CUST104273,2025-02-22,456.91,3,5,1,519,2,0.5,0.0,0,0.326,24.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
ORD8e51b6de59,CUST105217,2025-02-22,1724.09,6,2,1,81,2,0.0,0.0,0,0.958,13.0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
