order_id,customer_id,order_date,category,order_value,payment_method,delivery_days,order_hour,is_weekend,account_age_days_at_order,hist_orders_before,hist_return_rate_before,hist_abusive_return_rate_before,hist_chargebacks_before,price_vs_category_avg,is_returned,return_reason,days_to_return,device_fingerprint,address_fingerprint,payment_fingerprint,is_abusive_return,_behavior_type
ORD830a5e24f2,CUST101274,2025-05-08,beauty,874.08,UPI,2,14,0,1151,11,0.0,0.0,0,1.249,0,,,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORD649dc17c5e,CUST101274,2025-05-12,beauty,693.49,UPI,5,19,0,1155,12,0.0,0.0,0,0.991,0,,,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORDeb79f53aa5,CUST101274,2025-05-13,beauty,426.85,wallet,2,16,0,1156,13,0.0,0.0,0,0.61,0,,,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORD329c2c79a3,CUST101274,2025-05-25,home,639.1,card,7,5,1,1168,14,0.0,0.0,0,0.355,0,,,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORD9e4019bb74,CUST101274,2025-06-03,accessories,1128.62,UPI,5,18,0,1177,15,0.0,0.0,0,1.254,1,changed_mind,7.0,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORDb9cc45fa64,CUST101274,2025-08-01,apparel,1319.09,UPI,4,16,0,1236,16,0.0625,0.0,0,0.942,0,,,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORD3401697c72,CUST101274,2025-08-06,home,1224.0,card,5,16,0,1241,17,0.0588,0.0,0,0.68,1,changed_mind,25.0,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORDb92117a36d,CUST101274,2025-08-27,accessories,474.77,card,1,18,0,1262,18,0.1111,0.0,0,0.528,0,,,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORD54da2af755,CUST101274,2025-09-20,electronics,5144.93,COD,1,14,1,1286,19,0.1053,0.0,0,0.792,0,,,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORD24e99f021b,CUST101274,2025-09-28,footwear,3701.78,card,6,8,1,1294,20,0.1,0.0,0,1.683,0,,,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORDd23ea52326,CUST101274,2025-10-04,mobile,21693.33,wallet,6,14,1,1300,21,0.0952,0.0,0,1.55,0,,,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORDb5b125db79,CUST101274,2025-10-31,home,3127.91,UPI,7,21,0,1327,22,0.0909,0.0,0,1.738,1,damaged,20.0,64906902723b,7e9f44252460,89fb8e44837c,0,normal
ORD7a10f3c330,CUST101275,2025-01-07,beauty,1096.97,wallet,1,21,0,696,0,0.0,0.0,0,1.567,0,,,0520c60d1213,0431376a75d2,a65c6807b451,0,normal
ORD7ff559cb3f,CUST101275,2025-03-31,apparel,815.25,UPI,4,20,0,779,1,0.0,0.0,0,0.582,0,,,0520c60d1213,0431376a75d2,a65c6807b451,0,normal
ORDa39317771e,CUST101275,2025-04-12,accessories,256.79,card,7,13,1,791,2,0.0,0.0,0,0.285,0,,,0520c60d1213,0431376a75d2,a65c6807b451,0,normal
ORD0b3d1c8f1e,CUST101275,2025-07-17,mobile,20212.76,COD,4,7,0,887,3,0.0,0.0,0,1.444,1,changed_mind,13.0,0520c60d1213,0431376a75d2,a65c6807b451,0,normal
ORDef4e632bf8,CUST101275,2025-08-15,footwear,2080.94,UPI,5,4,0,916,4,0.25,0.0,0,0.946,0,,,0520c60d1213,0431376a75d2,a65c6807b451,0,normal
ORDac80f92a54,CUST101275,2025-10-23,electronics,14776.63,card,4,0,0,985,5,0.2,0.0,0,2.273,0,,,0520c60d1213,0431376a75d2,a65c6807b451,0,normal
ORD5c0180145d,CUST101275,2025-12-31,apparel,871.04,card,1,15,0,1054,6,0.1667,0.0,0,0.622,1,not_as_described,8.0,0520c60d1213,0431376a75d2,a65c6807b451,0,normal
ORD19e0ec8b32,CUST101276,2025-03-25,mobile,21963.02,UPI,1,20,0,211,0,0.0,0.0,0,1.569,0,,,ad3ef7d2aafd,3f5562769c32,fc25a2f80bd6,0,normal
ORDabd83cf92d,CUST101276,2025-06-24,footwear,3731.39,card,1,23,0,302,1,0.0,0.0,0,1.696,1,not_as_described,26.0,ad3ef7d2aafd,3f5562769c32,fc25a2f80bd6,0,normal
ORD16bbfce8e1,CUST101276,2025-08-05,apparel,1025.31,card,5,21,0,344,2,0.5,0.0,0,0.732,1,wrong_item,26.0,ad3ef7d2aafd,3f5562769c32,fc25a2f80bd6,0,normal
ORD5bd65cfb81,CUST101276,2025-08-22,mobile,9773.24,UPI,5,14,0,361,3,0.6667,0.0,0,0.698,0,,,ad3ef7d2aafd,3f5562769c32,fc25a2f80bd6,0,normal
ORDa92c70a184,CUST101277,2025-01-01,beauty,452.55,UPI,7,12,0,826,0,0.0,0.0,0,0.646,0,,,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORD6b4929ab33,CUST101277,2025-01-22,mobile,7143.63,COD,4,0,0,847,1,0.0,0.0,0,0.51,0,,,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORDf7d1e3678d,CUST101277,2025-01-30,electronics,10951.79,card,4,4,0,855,2,0.0,0.0,0,1.685,0,,,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORD40a635c44f,CUST101277,2025-03-07,footwear,2160.57,card,6,14,0,891,3,0.0,0.0,0,0.982,1,damaged,2.0,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORDbc5ceb02aa,CUST101277,2025-03-09,beauty,311.22,UPI,6,19,1,893,4,0.25,0.0,0,0.445,0,,,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORD5fc6cd3bf0,CUST101277,2025-05-23,footwear,2265.41,card,5,13,0,968,5,0.2,0.0,0,1.03,1,size_issue,27.0,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORD62a01b8254,CUST101277,2025-06-01,home,2027.0,wallet,2,11,1,977,6,0.3333,0.0,0,1.126,0,,,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORDf3c8cce54b,CUST101277,2025-06-15,footwear,1646.49,card,5,12,1,991,7,0.2857,0.0,0,0.748,1,size_issue,29.0,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORDec6a2ac246,CUST101277,2025-07-31,beauty,783.92,COD,6,4,0,1037,8,0.375,0.0,0,1.12,1,wrong_item,6.0,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORD4acd2e91aa,CUST101277,2025-08-03,apparel,4104.19,COD,1,2,1,1040,9,0.4444,0.0,0,2.932,0,,,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORDb2f19cba39,CUST101277,2025-08-28,accessories,824.17,card,5,22,0,1065,10,0.4,0.0,0,0.916,1,damaged,21.0,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORD8e7dc2315f,CUST101277,2025-09-06,mobile,19209.3,card,3,15,1,1074,11,0.4545,0.0,0,1.372,0,,,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORDa5726b8143,CUST101277,2025-10-13,mobile,9179.04,card,2,16,0,1111,12,0.4167,0.0,0,0.656,0,,,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORD86191c1a16,CUST101277,2025-12-13,home,1151.24,COD,6,17,1,1172,13,0.3846,0.0,0,0.64,0,,,3a088a772f29,5abf292d801d,cb57df347bba,0,normal
ORDcdd98fa08e,CUST101278,2025-05-14,beauty,1113.12,UPI,7,4,0,0,0,0.0,0.0,0,1.59,0,,,365c9c5849c7,f6d2d1981a0f,c59c6025ed8b,0,occasional_returner
ORDb8f7ca112c,CUST101279,2025-01-21,footwear,3071.1,COD,4,6,0,237,0,0.0,0.0,0,1.396,0,,,dd8f8b329c1e,c4c27f1767ed,4b63e829e3d2,0,normal
ORDe0bdfd793a,CUST101279,2025-03-27,apparel,3131.12,UPI,6,6,0,302,1,0.0,0.0,0,2.237,0,,,dd8f8b329c1e,c4c27f1767ed,4b63e829e3d2,0,normal
ORDab6dfa5353,CUST101279,2025-07-08,footwear,2492.43,COD,1,13,0,405,2,0.0,0.0,0,1.133,0,,,dd8f8b329c1e,c4c27f1767ed,4b63e829e3d2,0,normal
ORDa2a9b522d5,CUST101279,2025-11-10,electronics,2216.53,UPI,7,16,0,530,3,0.0,0.0,0,0.341,0,,,dd8f8b329c1e,c4c27f1767ed,4b63e829e3d2,0,normal
ORDc5cfbb9d36,CUST101279,2025-11-26,home,1562.55,card,2,6,0,546,4,0.0,0.0,0,0.868,0,,,dd8f8b329c1e,c4c27f1767ed,4b63e829e3d2,0,normal
ORD1a51ec2df2,CUST101279,2025-12-15,apparel,2040.08,COD,2,2,0,565,5,0.0,0.0,0,1.457,1,size_issue,18.0,dd8f8b329c1e,c4c27f1767ed,4b63e829e3d2,0,normal
ORD8837b21207,CUST101279,2025-12-26,mobile,23104.5,COD,5,3,0,576,6,0.1667,0.0,0,1.65,0,,,dd8f8b329c1e,c4c27f1767ed,4b63e829e3d2,0,normal
ORD1ecd4ed5b1,CUST101280,2025-02-22,home,3789.56,UPI,1,22,1,665,0,0.0,0.0,0,2.105,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORDdddbacf6e3,CUST101280,2025-03-08,home,856.66,wallet,3,8,1,679,1,0.0,0.0,0,0.476,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORD2b886414ed,CUST101280,2025-03-25,electronics,5487.64,UPI,4,3,0,696,2,0.0,0.0,0,0.844,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORDb7f149e4af,CUST101280,2025-03-26,electronics,9435.8,COD,7,0,0,697,3,0.0,0.0,0,1.452,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORD077f5e316e,CUST101280,2025-04-14,accessories,397.65,UPI,3,6,0,716,4,0.0,0.0,0,0.442,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORD603f7693af,CUST101280,2025-04-16,apparel,1812.65,UPI,5,21,0,718,5,0.0,0.0,0,1.295,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORD47027e25ed,CUST101280,2025-06-11,mobile,11961.15,wallet,4,2,0,774,6,0.0,0.0,0,0.854,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORD65868e6749,CUST101280,2025-06-24,home,3696.15,UPI,2,2,0,787,7,0.0,0.0,0,2.053,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORDa2fcc80350,CUST101280,2025-07-11,mobile,33940.82,UPI,2,21,0,804,8,0.0,0.0,0,2.424,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORD46d5d76f32,CUST101280,2025-07-19,beauty,196.35,UPI,2,11,1,812,9,0.0,0.0,0,0.28,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORD719d45bd10,CUST101280,2025-08-06,beauty,1497.28,wallet,7,19,0,830,10,0.0,0.0,0,2.139,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORDd928514f8c,CUST101280,2025-08-12,electronics,6415.66,UPI,6,19,0,836,11,0.0,0.0,0,0.987,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORDeb8f192ded,CUST101280,2025-08-14,accessories,1091.97,card,5,19,0,838,12,0.0,0.0,0,1.213,1,damaged,10.0,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORDd3ca141dc9,CUST101280,2025-11-24,electronics,7016.94,card,4,6,0,940,13,0.0769,0.0,0,1.08,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORD2bf1ae2153,CUST101280,2025-12-02,apparel,1636.89,wallet,4,6,0,948,14,0.0714,0.0,0,1.169,0,,,331520e3f353,4cc9273b5fbf,bda7c6aa616a,0,normal
ORD6ee30c9a4c,CUST101281,2025-12-23,home,2193.56,COD,4,19,0,31,0,0.0,0.0,0,1.219,0,,,fa698900eae8,d7feb1fc7a03,634fd06842f2,0,normal
ORD6186e0449a,CUST101282,2025-02-09,footwear,2557.38,card,6,18,1,738,0,0.0,0.0,0,1.162,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORDb54b343a92,CUST101282,2025-02-13,accessories,921.51,UPI,6,21,0,742,1,0.0,0.0,0,1.024,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORD47e304e7b0,CUST101282,2025-03-07,home,2481.44,COD,5,3,0,764,2,0.0,0.0,0,1.379,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORDc996a5ac43,CUST101282,2025-03-13,accessories,659.7,UPI,7,0,0,770,3,0.0,0.0,0,0.733,1,size_issue,13.0,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORD9c3682ecb5,CUST101282,2025-04-12,footwear,3336.04,UPI,4,7,1,800,4,0.25,0.0,0,1.516,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORDbb999386ed,CUST101282,2025-08-27,accessories,603.11,UPI,1,10,0,937,5,0.2,0.0,0,0.67,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORDaca6d053b0,CUST101282,2025-09-02,footwear,2990.23,COD,5,23,0,943,6,0.1667,0.0,0,1.359,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORD754a925099,CUST101282,2025-09-22,footwear,1710.42,COD,1,14,0,963,7,0.1429,0.0,0,0.777,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORDe2b3b88947,CUST101282,2025-10-28,footwear,2169.66,COD,7,2,0,999,8,0.125,0.0,0,0.986,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORDe19eec9d9b,CUST101282,2025-11-09,footwear,2458.25,COD,2,15,1,1011,9,0.1111,0.0,0,1.117,1,changed_mind,9.0,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORD4c116b57ca,CUST101282,2025-12-01,electronics,4377.62,COD,1,20,0,1033,10,0.2,0.0,0,0.673,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORD9a6dd4bf11,CUST101282,2025-12-01,accessories,783.18,COD,4,13,0,1033,11,0.1818,0.0,0,0.87,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORDf551101da1,CUST101282,2025-12-06,beauty,196.59,UPI,2,16,1,1038,12,0.1667,0.0,0,0.281,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORD832a209ea3,CUST101282,2025-12-19,footwear,2958.06,COD,5,6,0,1051,13,0.1538,0.0,0,1.345,0,,,a1c99cc504b3,b1654b9435df,3b489f0598e6,0,normal
ORD7820fa637b,CUST101283,2025-02-20,apparel,703.07,UPI,2,14,0,913,0,0.0,0.0,0,0.502,1,changed_mind,16.0,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORD8ee63ef45c,CUST101283,2025-03-16,electronics,10958.96,UPI,2,15,1,937,1,1.0,0.0,0,1.686,0,,,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORD0ece3f0db7,CUST101283,2025-03-19,mobile,32096.4,COD,6,5,0,940,2,0.5,0.0,0,2.293,0,,,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORD991e18b1c3,CUST101283,2025-04-30,beauty,725.65,UPI,7,3,0,982,3,0.3333,0.0,0,1.037,0,,,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORDa2b2162437,CUST101283,2025-05-08,mobile,11088.86,UPI,2,6,0,990,4,0.25,0.0,0,0.792,0,,,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORD4c218026bf,CUST101283,2025-05-13,footwear,3800.08,wallet,6,14,0,995,5,0.2,0.0,0,1.727,1,no_longer_needed,18.0,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORD3cb3d8aa56,CUST101283,2025-05-25,apparel,1252.48,COD,7,2,1,1007,6,0.3333,0.0,0,0.895,0,,,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORD6becd7503e,CUST101283,2025-06-25,footwear,1045.23,UPI,1,21,0,1038,7,0.2857,0.0,0,0.475,0,,,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORDad7508c23e,CUST101283,2025-07-15,apparel,1704.23,card,5,20,0,1058,8,0.25,0.0,0,1.217,1,size_issue,22.0,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORDa62005e647,CUST101283,2025-08-15,mobile,7457.62,card,4,17,0,1089,9,0.3333,0.0,0,0.533,0,,,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORD01a35ac61f,CUST101283,2025-11-04,beauty,1286.54,card,3,13,0,1170,10,0.3,0.0,0,1.838,0,,,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORDdfdf12c843,CUST101283,2025-11-09,apparel,1564.07,card,6,9,1,1175,11,0.2727,0.0,0,1.117,0,,,e1be173013ae,f66cd9435ea4,1fa6f4b9f77e,0,normal
ORDa31a88cb4f,CUST101284,2025-01-19,electronics,3379.73,UPI,4,4,1,546,0,0.0,0.0,0,0.52,0,,,415d5476df64,8c26ed0ecaad,cfdcc9d67a28,0,serial_abuser
ORD30371da1f1,CUST101284,2025-02-11,electronics,9338.15,UPI,3,12,0,569,1,0.0,0.0,0,1.437,0,,,415d5476df64,8c26ed0ecaad,cfdcc9d67a28,0,serial_abuser
ORD244f274398,CUST101284,2025-04-21,mobile,13805.29,card,7,8,0,638,2,0.0,0.0,0,0.986,0,,,415d5476df64,8c26ed0ecaad,cfdcc9d67a28,0,serial_abuser
ORD7688e21b5c,CUST101284,2025-04-23,home,3345.51,UPI,2,17,0,640,3,0.0,0.0,0,1.859,0,,,415d5476df64,8c26ed0ecaad,cfdcc9d67a28,0,serial_abuser
ORD39d5ee76bc,CUST101284,2025-05-05,home,1089.73,UPI,7,6,0,652,4,0.0,0.0,0,0.605,0,,,415d5476df64,8c26ed0ecaad,cfdcc9d67a28,0,serial_abuser
ORD247d6d8eea,CUST101284,2025-08-18,footwear,3768.51,COD,6,20,0,757,5,0.0,0.0,0,1.713,1,wrong_item,18.0,415d5476df64,8c26ed0ecaad,cfdcc9d67a28,0,serial_abuser
ORD64653dac91,CUST101284,2025-08-19,apparel,1911.36,UPI,3,5,0,758,6,0.1667,0.0,0,1.365,1,size_issue,1.0,415d5476df64,8c26ed0ecaad,cfdcc9d67a28,1,serial_abuser
ORD129413bb43,CUST101284,2025-09-27,footwear,2277.26,UPI,1,12,1,797,7,0.2857,0.1429,0,1.035,1,size_issue,21.0,415d5476df64,8c26ed0ecaad,cfdcc9d67a28,0,serial_abuser
ORD86d0b4e0b9,CUST101284,2025-12-26,apparel,1380.38,card,7,18,0,887,8,0.375,0.125,0,0.986,1,wrong_item,8.0,415d5476df64,8c26ed0ecaad,cfdcc9d67a28,1,serial_abuser
ORD416d5bff68,CUST101284,2025-12-30,apparel,2757.81,card,3,19,0,891,9,0.4444,0.2222,1,1.97,0,,,415d5476df64,8c26ed0ecaad,cfdcc9d67a28,0,serial_abuser
ORD1374e721aa,CUST101285,2025-01-14,home,2179.81,card,6,22,0,0,0,0.0,0.0,0,1.211,0,,,78d98d00f3d3,46d3a910db92,7e00151bfa4b,0,serial_abuser
ORD442f16487d,CUST101285,2025-02-07,home,4737.36,COD,1,12,0,0,1,0.0,0.0,0,2.632,1,size_issue,10.0,78d98d00f3d3,46d3a910db92,7e00151bfa4b,0,serial_abuser
ORDb7be77b886,CUST101285,2025-08-21,apparel,1192.01,card,2,23,0,180,2,0.5,0.0,0,0.851,1,not_as_described,16.0,78d98d00f3d3,46d3a910db92,7e00151bfa4b,0,serial_abuser
ORD56be14c4e2,CUST101285,2025-10-16,accessories,1081.48,card,1,14,0,236,3,0.6667,0.0,0,1.202,0,,,78d98d00f3d3,46d3a910db92,7e00151bfa4b,0,serial_abuser
ORD33f19e5bec,CUST101286,2025-01-20,beauty,316.21,card,1,5,0,778,0,0.0,0.0,0,0.452,0,,,6280854a1b0a,78915bfe8fdc,713f7e9f83a4,0,normal
ORD7e4b07177b,CUST101286,2025-01-27,footwear,3455.56,card,3,22,0,785,1,0.0,0.0,0,1.571,0,,,6280854a1b0a,78915bfe8fdc,713f7e9f83a4,0,normal
ORDdde3584daf,CUST101286,2025-02-19,apparel,1277.94,wallet,2,21,0,808,2,0.0,0.0,0,0.913,1,changed_mind,25.0,6280854a1b0a,78915bfe8fdc,713f7e9f83a4,0,normal
ORD5451647169,CUST101286,2025-02-23,electronics,7721.39,wallet,1,16,1,812,3,0.3333,0.0,0,1.188,0,,,6280854a1b0a,78915bfe8fdc,713f7e9f83a4,0,normal
ORDdd9574f3b8,CUST101286,2025-03-28,footwear,1351.83,COD,5,20,0,845,4,0.25,0.0,0,0.614,0,,,6280854a1b0a,78915bfe8fdc,713f7e9f83a4,0,normal
ORD8568ac7980,CUST101286,2025-07-22,mobile,19306.94,wallet,1,21,0,961,5,0.2,0.0,0,1.379,0,,,6280854a1b0a,78915bfe8fdc,713f7e9f83a4,0,normal
ORDa354038b12,CUST101286,2025-09-23,electronics,4681.86,UPI,5,16,0,1024,6,0.1667,0.0,0,0.72,0,,,6280854a1b0a,78915bfe8fdc,713f7e9f83a4,0,normal
ORD78b7a6aaa9,CUST101286,2025-10-25,mobile,11208.39,UPI,1,11,1,1056,7,0.1429,0.0,0,0.801,1,no_longer_needed,18.0,6280854a1b0a,78915bfe8fdc,713f7e9f83a4,0,normal
ORD062ec84779,CUST101286,2025-12-30,accessories,817.8,wallet,2,7,0,1122,8,0.25,0.0,0,0.909,0,,,6280854a1b0a,78915bfe8fdc,713f7e9f83a4,0,normal
ORD68851fa64d,CUST101287,2025-01-04,electronics,4856.16,COD,2,11,1,149,0,0.0,0.0,0,0.747,0,,,b26ebf42374d,997a59d998cf,7d1cb0f7d015,0,normal
ORD351a0038e8,CUST101287,2025-03-14,mobile,27953.7,UPI,4,15,0,218,1,0.0,0.0,0,1.997,0,,,b26ebf42374d,997a59d998cf,7d1cb0f7d015,0,normal
ORD225cdf2428,CUST101287,2025-05-19,home,1283.37,COD,3,14,0,284,2,0.0,0.0,0,0.713,0,,,b26ebf42374d,997a59d998cf,7d1cb0f7d015,0,normal
ORD0000c8d9b8,CUST101287,2025-07-21,home,1231.57,card,7,3,0,347,3,0.0,0.0,0,0.684,0,,,b26ebf42374d,997a59d998cf,7d1cb0f7d015,0,normal
ORD7348c52146,CUST101287,2025-10-19,beauty,1158.74,UPI,6,22,1,437,4,0.0,0.0,0,1.655,0,,,b26ebf42374d,997a59d998cf,7d1cb0f7d015,0,normal
ORD9f80949ca9,CUST101288,2025-01-25,electronics,8668.84,UPI,3,17,1,764,0,0.0,0.0,0,1.334,0,,,cb3e952232b0,5a4f28db2747,33f1cd52e877,0,normal
ORD53ceeb1213,CUST101288,2025-02-21,accessories,2235.48,card,6,16,0,791,1,0.0,0.0,0,2.484,1,changed_mind,24.0,cb3e952232b0,5a4f28db2747,33f1cd52e877,0,normal
ORD5d29839cf6,CUST101288,2025-05-06,apparel,688.13,COD,6,8,0,865,2,0.5,0.0,0,0.492,1,changed_mind,9.0,cb3e952232b0,5a4f28db2747,33f1cd52e877,0,normal
ORD9b45000dd0,CUST101288,2025-05-20,accessories,1105.87,UPI,4,4,0,879,3,0.6667,0.0,0,1.229,0,,,cb3e952232b0,5a4f28db2747,33f1cd52e877,0,normal
ORDb02663161d,CUST101288,2025-07-21,accessories,711.69,wallet,1,7,0,941,4,0.5,0.0,0,0.791,0,,,cb3e952232b0,5a4f28db2747,33f1cd52e877,0,normal
ORDcbdf4f1591,CUST101288,2025-08-05,electronics,15829.51,card,4,13,0,956,5,0.4,0.0,0,2.435,0,,,cb3e952232b0,5a4f28db2747,33f1cd52e877,0,normal
ORD720392c254,CUST101288,2025-09-10,apparel,2379.94,UPI,6,17,0,992,6,0.3333,0.0,0,1.7,0,,,cb3e952232b0,5a4f28db2747,33f1cd52e877,0,normal
ORD02eafaf985,CUST101288,2025-09-23,home,1536.3,UPI,1,20,0,1005,7,0.2857,0.0,0,0.853,0,,,cb3e952232b0,5a4f28db2747,33f1cd52e877,0,normal
ORDd76c777e99,CUST101288,2025-11-07,mobile,6334.22,COD,6,12,0,1050,8,0.25,0.0,0,0.452,0,,,cb3e952232b0,5a4f28db2747,33f1cd52e877,0,normal
ORDc1c34eb293,CUST101289,2025-03-26,beauty,959.09,wallet,6,13,0,663,0,0.0,0.0,0,1.37,0,,,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORDdd3908ec2c,CUST101289,2025-05-03,accessories,420.03,wallet,4,9,1,701,1,0.0,0.0,0,0.467,0,,,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORD1940cd45fa,CUST101289,2025-05-25,mobile,9510.86,card,5,23,1,723,2,0.0,0.0,0,0.679,0,,,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORD8d6f0096e1,CUST101289,2025-06-27,accessories,773.96,COD,4,17,0,756,3,0.0,0.0,0,0.86,0,,,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORD312efa260c,CUST101289,2025-07-04,electronics,4569.5,wallet,6,19,0,763,4,0.0,0.0,0,0.703,0,,,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORDc0df244a07,CUST101289,2025-07-28,mobile,8442.11,card,5,13,0,787,5,0.0,0.0,0,0.603,0,,,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORDa9c8b643f2,CUST101289,2025-08-20,accessories,915.74,wallet,6,19,0,810,6,0.0,0.0,0,1.017,1,changed_mind,26.0,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORD48d8fb69b7,CUST101289,2025-08-24,home,2053.59,card,1,3,1,814,7,0.1429,0.0,0,1.141,0,,,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORDf6b8f1fa01,CUST101289,2025-09-26,accessories,766.96,COD,1,3,0,847,8,0.125,0.0,0,0.852,0,,,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORDe2865a2068,CUST101289,2025-10-29,apparel,1654.38,wallet,5,11,0,880,9,0.1111,0.0,0,1.182,1,size_issue,4.0,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORDe91758b339,CUST101289,2025-11-25,electronics,2659.11,card,2,8,0,907,10,0.2,0.0,0,0.409,0,,,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORD1a87e5d911,CUST101289,2025-12-01,home,1650.66,card,7,18,0,913,11,0.1818,0.0,0,0.917,0,,,780f8d3343b9,bd6cd58e5e6c,e3a4562a34bb,0,normal
ORDe8453843ff,CUST101290,2025-08-22,mobile,14992.84,UPI,3,15,0,12,0,0.0,0.0,0,1.071,0,,,4aa4e548aa84,e0e83fea6660,bbcfb3b93180,0,normal
ORD02ebc1a825,CUST101291,2025-03-04,mobile,19405.25,card,1,3,0,0,0,0.0,0.0,0,1.386,0,,,4ad9b48f3985,4ed8cacd098e,0e4d2be30d53,0,normal
ORDc9e399e22e,CUST101292,2025-05-04,mobile,8616.18,UPI,2,18,1,0,0,0.0,0.0,0,0.615,0,,,fc341990c21e,64939325074c,32b30d6577e3,0,normal
ORDde113c3648,CUST101292,2025-12-25,footwear,1194.5,card,1,12,0,20,1,0.0,0.0,0,0.543,0,,,fc341990c21e,64939325074c,32b30d6577e3,0,normal
