customer_id,behavior_type,account_age_days,device_fingerprint,address_fingerprint,payment_fingerprint,ring_id
CUST101678,occasional_returner,1337,fbf1079b18b2,beaa23b94d01,531ed311c221,
CUST101679,normal,1344,f1e640724f07,b40963fbfdfd,6df755035ff8,
CUST101680,occasional_returner,1090,11ec5596b84e,2af7aae45fe9,de4f721a95f4,
CUST101681,occasional_returner,1054,44df399255a4,b34cd1b54868,499e2ddd85d6,
CUST101682,occasional_returner,766,f7a6f4908b7f,d61b60957c99,16ceab4b5114,
CUST101683,normal,1485,6e183a248d3b,644997a839be,ee73957e231e,
CUST101684,normal,147,baa830a5407a,228d7505d538,ee54ab01ff89,
CUST101685,normal,1085,14d8a3cf76c6,33d84d7d9535,776d93486ce4,
CUST101686,normal,214,c05f605c5a90,af86c65b44ae,1df42497eea1,
CUST101687,normal,512,bfb630334d39,6fddccedcc69,5fa06fa5f660,
CUST101688,normal,387,a7a54b467c15,3d0609a7dde3,32e4450133db,
CUST101689,normal,903,7d49e64c844e,a33445079ebf,c8caa3e52a62,
CUST101690,occasional_returner,1181,0e59876ed3e2,4536dd0fb702,171a57812b8e,
CUST101691,serial_abuser,124,7cd13cb33713,010f24366c0b,b650b43568cc,
CUST101692,normal,904,9d56af49c804,7d2ec05ea3c8,a289ba79f46f,
CUST101693,occasional_returner,336,f8cb1e911999,3209c18b3209,0ba91a71dfd7,
CUST101694,normal,120,25ea42d6788b,d4ead01c83a9,710fa8d2ac79,
CUST101695,normal,629,bcac41732324,ca5e5e2698d5,d55fd8b57ed5,
CUST101696,normal,873,9514ad785cea,a03bd67c2a1b,30af3802fc24,
CUST101697,occasional_returner,306,1691196ba070,49ae3aa577d3,8748349fdfa1,
CUST101698,ring_member,587,1d38fc9d9075,99e0ecb5d4cd,4d2c28c905d6,RING11
CUST101699,occasional_returner,1430,3054448d64d6,4b725ce58f61,d4499e014f9d,
CUST101700,serial_abuser,523,d94b95e30dd4,b099e376fea1,b9d0a40ea6c1,
CUST101701,ring_member,1493,570007f3cfb0,91e6b1cb3deb,26eb63c677ad,RING1
CUST101702,normal,1252,f33c5ae90090,844e0ebf9084,a28c39501e61,
CUST101703,normal,559,e0d2e4d00b50,1ed9fe24a31d,5265f3506c99,
CUST101704,normal,867,4d4c7cdf7c8e,54623a0cac92,a9b51fb186ce,
CUST101705,ring_member,1065,ef2a5ca81b4e,40a045666dab,b211982e50e0,RING47
CUST101706,normal,699,a19af1ddb209,62d8d72de628,828b0e8172df,
CUST101707,normal,614,4836b88bc051,43bce63d9340,f036958757bc,
CUST101708,occasional_returner,497,b1c10ed6df0b,40c3d344d9ed,d99993fb30e4,
CUST101709,normal,213,1c6853aceab8,ca92544951cc,d82bdf9a2bde,
CUST101710,occasional_returner,42,a8277ddff4d5,c2da8430e03e,a9d85edd1e96,
CUST101711,normal,508,6f08572c729d,77f4199a50cd,6a88b75c2b5c,
CUST101712,ring_member,1194,4963f46349f7,330710fce407,75fa3ae269ca,RING45
CUST101713,serial_abuser,353,6d7ab8f8b66f,0ef85690c4c6,8041e8dfc239,
CUST101714,normal,273,a1b40d14affe,fdd7d6bab22b,ad90ece606fe,
CUST101715,occasional_returner,495,7e54e368b1fd,7a0aa8aaa66b,634da3e1f6c2,
CUST101716,normal,900,c9fb2a3e7998,7d630b59ea1e,b91355d43912,
CUST101717,normal,326,10ff2e12c1e1,8c83dcec2b31,39b9ac1521d1,
CUST101718,normal,334,b85340c7fe37,2235e25026c9,e648dfe12370,
CUST101719,occasional_returner,172,762526ccffc5,19985d6ee2c1,278c6d847aa6,
CUST101720,normal,501,44bd1f429f2d,ae987b00e9cd,9cd59195b1a8,
CUST101721,normal,330,a1fe0148d4d6,65b95d8b073c,c35aa69e505d,
CUST101722,occasional_returner,1247,22edc9a6f484,f7034bece456,7d684d35be20,
CUST101723,normal,1359,ed908459d891,453a89fd7bd2,3bb42e279f90,
CUST101724,normal,558,5b9903a382c2,b22bb249af4a,803392e6a180,
CUST101725,normal,132,3749efc7d73a,3f3fb4d5b51e,f8f7f926d8d1,
CUST101726,normal,135,86efabccd4e7,41401b3a3567,b859aa243cb9,
CUST101727,occasional_returner,490,7e820f321e4a,adb0bbfa6ee0,aa2e1b177fff,
CUST101728,normal,697,e8d2bdf0b870,c5de2fcb17c3,5b517e38b7e1,
CUST101729,normal,795,9d5046fb4406,fa94c6534654,d18c24f4f7a2,
CUST101730,serial_abuser,459,d3b7dd633c0c,4e94afddd4f2,d3421d0aed79,
CUST101731,normal,534,46f197337277,eb8047c8d8c1,61ab96e4b43f,
CUST101732,occasional_returner,429,f253bdb31fec,d491bcb3b5f0,787b97adc827,
CUST101733,normal,778,94175f13c634,e49242e7d7b5,599bbc14e479,
CUST101734,occasional_returner,1046,5bb31a393f34,89c8b4ac41ea,883ee80fd38f,
CUST101735,occasional_returner,69,2d7b51aac07d,13d499085933,83cc0b369e00,
CUST101736,serial_abuser,720,e3ca3498d504,daec61b74687,665f547809c7,
CUST101737,normal,974,d112475d5675,00d9da434cf4,bf7fe3c48c15,
CUST101738,normal,1010,0184b6006b53,9423cdc6fcd2,778fdeea7b93,
CUST101739,occasional_returner,847,30f4896c167a,2996cbe4e720,6aff355a8b8b,
CUST101740,normal,790,f185aa3a86f6,fd6b7d2d5d22,8bba8b9c2c10,
CUST101741,normal,1023,29cb8115d9e8,82f197b1bffc,66b7f6371246,
CUST101742,normal,570,b0708b218994,54addb10aab5,4df6e73dd374,
CUST101743,ring_member,853,62bf2298a80b,343776714096,1508ccb0bc05,RING13
CUST101744,occasional_returner,482,42855d790664,6f87ddabdd68,8570a0d17c5a,
CUST101745,normal,659,f36cea605d1c,ab9fb7f0212e,6d764c059d8a,
CUST101746,occasional_returner,190,f49d4a92c91c,b013eaf039ac,3f876d90bcb2,
CUST101747,normal,528,c3f2e6959d26,5b072df18afe,a20861224b02,
CUST101748,normal,217,0351876e3676,d763a6cf409b,637b029a6120,
CUST101749,normal,343,dff6fed3c738,a6cd6dd89d64,986a284314bf,
CUST101750,normal,632,72bdbd58901b,cff80c8e0c65,742032b74ccc,
CUST101751,normal,752,0c9b123ea945,2738e13c0afe,ed4cc265c1e9,
CUST101752,serial_abuser,1413,a4a97d2cbfc9,54e690d2b6c8,da40d642a8d7,
CUST101753,occasional_returner,43,2171cb47478f,841dc3b8ad48,e3f86beb9143,
CUST101754,normal,1348,1e6d11e22951,6eebb0329da5,fdd0e1973f9a,
CUST101755,normal,495,95c2d819f138,0a8d0995d059,08d3b7927059,
CUST101756,normal,1087,b321f08dffb1,368ce97dca6e,4c5468e91d6a,
CUST101757,ring_member,1018,0cbadf646cf1,25f9bf4dd52d,710d1c5baebf,RING20
CUST101758,serial_abuser,1456,8cbe087a4f35,393c318b2bd2,2aae0d2613f0,
CUST101759,serial_abuser,167,64c6f0042a2d,258f9892683a,1e3c018b60b7,
CUST101760,normal,1450,da67f7132aad,9a7ac5dcb303,c69201018d71,
CUST101761,normal,99,646b309d3d17,a99a67dec68f,83a6021ab8d2,
CUST101762,normal,1316,3d2dd18676e8,7329c5cb2ba1,b49f6b363a18,
CUST101763,normal,980,08775269d26c,bdd6f3201f28,51b8c1532a4d,
CUST101764,normal,725,fb17599b4e62,3b0fb2e27571,d896e38f390e,
CUST101765,normal,599,25a5ea831e74,e78af234da90,4e3f5caee50e,
CUST101766,ring_member,144,c26c922b8179,fdb6a9b9d4cc,ec6b214e0a6a,RING16
CUST101767,normal,1203,3c7fe51454d5,c28c4ef742ca,739daf9f1a87,
CUST101768,normal,1093,ca5421d12a7b,962cf9eca079,ef070ff1c52d,
CUST101769,occasional_returner,1406,c0a6d94b593f,9d44f6e2a981,70f884dfd844,
CUST101770,normal,1096,792f45f9d3c6,668997ffd701,42e8713bd9b7,
CUST101771,occasional_returner,1435,14ed3166e2e6,7fe64d4ce640,b72ebb87bd8d,
CUST101772,normal,1330,6d550a31704b,a8987acba45d,26577725c7e3,
CUST101773,serial_abuser,641,4ae58c3abdd3,61e9334b74ca,6f1a9817e0dd,
CUST101774,normal,1057,02c35f462410,5ede10af5944,d989493b77f4,
CUST101775,normal,400,01bfc253b028,b0f94b88c266,a364c3bae300,
CUST101776,occasional_returner,1193,ff3ea379a289,8c9fb950623e,4578b66b777d,
CUST101777,normal,914,4448ba1f3e89,a8655697b837,2ab950e1dbd1,
CUST101778,normal,663,f1cb988a1e17,0c05b6431f87,75269fc7f621,
CUST101779,normal,944,28fff2c5b859,8d48ba88bbe7,ea71bfdba906,
CUST101780,normal,419,2e512c55e12e,62ad22d418da,ad07aa441972,
CUST101781,occasional_returner,935,6b49d0e3c6d4,96af8d8cb257,2b427bd5c128,
CUST101782,normal,714,1ecdb67437ad,26010f98b988,80ef20d02913,
CUST101783,normal,486,d3e2188b9cfc,47a6f01c03eb,ccef41c5edd2,
CUST101784,normal,1463,a5b1525d9dc6,8e21114a204e,4b4f13d4584b,
CUST101785,occasional_returner,100,4b586cdd6173,b3e88afaa1ad,86d0caaef71c,
CUST101786,normal,1137,58e5f0c2d777,0f21a049393a,d222823888bd,
CUST101787,normal,318,55ec39358969,689cb0195586,3cba1b6fc292,
CUST101788,occasional_returner,337,ab1ce0074f4f,9479f04ac98e,1d607341c4d6,
CUST101789,normal,235,8999424a4f8b,6604591a5bfd,041595d77ed4,
CUST101790,occasional_returner,158,fb6d55fc0d4a,622afb584d78,4d5110746a95,
CUST101791,normal,190,d80f7e39a2d6,bd6cd58e5e6c,f3c40fc4b923,
CUST101792,normal,1249,477f6aa5c929,cfe89fadd576,b91908a2794d,
CUST101793,normal,1389,703845cd7345,47e66d43438a,9d9e09f6002f,
CUST101794,serial_abuser,879,6b6729d0cc9e,c71466dbb026,614557bcdeac,
CUST101795,normal,25,bb390605e3c2,75f31cee0da6,e49cf3911496,
CUST101796,normal,1297,0fd01542957f,6f90b31214ac,cf3f85cb7eb2,
CUST101797,normal,904,abec1ba4c80e,88506e87bf16,072766789671,
CUST101798,normal,783,12eed4890563,5e9892bbb6ff,73a08a3dfd3b,
CUST101799,normal,1421,1052f5b638c1,26c15e81c3b7,b699813b9e59,
CUST101800,normal,617,1ef9ac6df706,cb3e857c3e95,e49f76fcc77a,
CUST101801,normal,543,35bc9b904f16,fcebca6e7753,b4b5285903f6,
CUST101802,normal,1170,822aec4dbc79,691121f6881f,bf4223e4f240,
CUST101803,normal,793,24763f5b409c,4f232f08d85a,9899080a5b53,
CUST101804,normal,1076,1d0f5ba3a174,de634280e300,17e569c67de8,
CUST101805,normal,1045,b3f93645e143,179f04ef7b13,1c143334f540,
CUST101806,normal,1259,5a19c2a9a7a7,e3867b7aed38,88627ac3d65d,
CUST101807,normal,479,d306a4383586,083cb67d9ca5,3591578d8690,
CUST101808,normal,112,1301d67104ff,301a6fcdede0,866e3a7282b1,
CUST101809,normal,719,c3bc074b5e88,a895ffd2bb5a,e3748945ee91,
CUST101810,normal,973,714d3236d921,2a59c8b79dc1,f2d95e09bc36,
CUST101811,normal,1226,918618d30e33,47b6345c96ae,d73271a88066,
CUST101812,occasional_returner,404,48d92c761ad8,b469cb73e583,7c4e0913619e,
CUST101813,normal,1119,84b3f3eeef64,a275325e73a5,1578199df9f0,
CUST101814,occasional_returner,1249,6d681e56c2e7,455777ce1857,31ef75039b17,
CUST101815,normal,1213,4e374304307b,b0e92a0b0580,ad41e939d3cf,
CUST101816,occasional_returner,1213,228d61db30ed,afbd9e117ecc,8d8784044865,
CUST101817,normal,1481,ee1c88240c2e,117d4123d7cb,1fbfa9f287e6,
CUST101818,normal,993,8beb6d08fec8,abee4ae301f0,441b719c8c05,
CUST101819,normal,558,8cbc52bf38be,969c4c5ee1c9,0899774012a0,
CUST101820,serial_abuser,657,e20931e74550,8c04a335c225,d16e39e57962,
CUST101821,normal,1121,a30322b3dae5,9cf571bedd79,f70c614a17e2,
CUST101822,normal,358,b5f59faa7b50,e9ff46da692b,33a1dba297e6,
CUST101823,normal,906,f43598b44fde,7ad345436b60,c92ffb18e6ef,
CUST101824,occasional_returner,861,26ecd680901e,2cd205a135d4,47ab1aa2293b,
CUST101825,normal,1001,4eb01ffd5adb,f6fddc39d546,3c7d490c59be,
CUST101826,normal,634,d431e6a27038,6fd8703f80e7,d15399569418,
CUST101827,normal,1111,04408b7c1a92,835db7400eb4,94e7c29f0fac,
CUST101828,serial_abuser,111,e082e0ad869c,54e4abcda69a,4e04f1c3c26f,
CUST101829,normal,1125,1a45b391c0a9,0830114cb66c,d86286ec1511,
CUST101830,normal,1218,45fb0a6f529e,832d00fb8632,e2dcf2abd919,
CUST101831,ring_member,1329,c26c922b8179,2ee00617c985,ec6b214e0a6a,RING16
CUST101832,normal,1384,4b4fe9b39377,837f33f3b629,03ff92c4b73e,
CUST101833,normal,527,27a4b44e09af,f4d203c5f765,e1e28d815b99,
CUST101834,normal,74,073eac4f9ae8,3003d6c6f364,02321477077f,
CUST101835,normal,981,01547621d75a,89702b8ded05,85311fdb476a,
CUST101836,normal,139,fc926916a6ea,92b7868a31e0,481afb47b47e,
CUST101837,normal,424,4520ed7a3310,d1e25259408a,3e9f886f03b6,
CUST101838,occasional_returner,1055,9782948beb73,8337fd9ba8a2,b1e56f2a8056,
CUST101839,occasional_returner,893,e55bd2513c9d,f47ff1559af8,c701f9539819,
CUST101840,normal,911,f6e4e7daa421,d5f91141ed34,2808c954b280,
CUST101841,normal,1128,1de5c273897b,9342704fb453,3bf3c91a42a2,
CUST101842,normal,251,88c7b2d7ee2e,25d92bd7eb74,a7bb2ac30de8,
CUST101843,serial_abuser,1187,5fc5f098782b,26d0b4340487,6e4ca8334768,
CUST101844,normal,881,f04879d60de0,125d28832a0a,f6eb6dcef16c,
CUST101845,normal,633,0a5a806c5c8d,dd6d36762e43,c2e59157158c,
CUST101846,normal,698,d273c9d13f6a,878ba53f1fbf,b010717128f2,
CUST101847,normal,765,b06671d7d8e7,73719ca369d7,1cf324ff4a2d,
CUST101848,normal,827,c4fc0d009f43,957ff18472b7,fe0f899edd3f,
CUST101849,occasional_returner,504,fa0a7407cc3a,2c36389648b6,d8700d2104ce,
CUST101850,normal,338,8330381e7932,5730e376604f,c7c2f949c1dd,
CUST101851,serial_abuser,257,f04194aac93c,69f807833515,db42c2dfbe8c,
CUST101852,normal,514,98c38adacb1c,dad029c4a17e,3805ff5ce4e9,
CUST101853,occasional_returner,394,9f68e1484bbb,fa33b8ac0cf1,e935a5ce814e,
CUST101854,occasional_returner,776,9c92603e39d6,5823cc9237ed,cba5ee7a32e0,
CUST101855,ring_member,1368,419dc08172b4,02c76dfcf18a,52766c892ea8,RING10
CUST101856,normal,166,4653b7807c08,5638c0408bdc,bb8a97e9e600,
CUST101857,normal,466,267fc58abec2,b3bd085fc79a,cf29bb0e0b2c,
CUST101858,normal,78,8601fd6779bc,6fb1eaedbec2,20d490bb38d1,
CUST101859,normal,1462,f83353a1ab14,2af3c386dff4,39ba086e417d,
CUST101860,normal,1052,9e228f07ef73,26787ce16d3b,a21fbe26bb89,
CUST101861,ring_member,366,98097186f6d0,95ee06f16d76,1eb384fb9c80,RING39
CUST101862,ring_member,624,ca74bb1beb14,4e4a1c48b42d,74bcd4b52bfe,RING36
CUST101863,normal,1085,f229530c6064,82fa5b39f6f0,4b890cee2571,
CUST101864,normal,1436,3a04e5591180,b3c2447132fe,dd1822403fab,
CUST101865,occasional_returner,862,20b9a36d6f48,503d9b76c590,2feadfeceb21,
CUST101866,serial_abuser,410,6b6b5a222c7c,8b8c2bd7bc10,fb134caea8c0,
CUST101867,normal,1046,cb5bc2d1e116,f17c16a408f1,1922e13c5057,
CUST101868,normal,1030,b202b2fece8a,b2e3181d60cd,edc35460a1f0,
CUST101869,occasional_returner,967,fad7e21b068f,edd6289940db,01b0d59f7b21,
CUST101870,normal,73,4db3c1d2d578,1ab48b6480cb,a71b1fdf6b48,
CUST101871,normal,1061,caa0ecb29e5e,a127566f60c7,712472e5c249,
CUST101872,ring_member,34,bdb506085825,b5307a24ba31,89b6ccf0bfec,RING5
CUST101873,ring_member,1358,d6551ebb1b3f,072af3a1d3f7,9c4be22d89d3,RING3
CUST101874,serial_abuser,1323,9caf7f394909,8d304741acdd,d4359baca5d7,
CUST101875,occasional_returner,847,79a8ab7f9ef9,00434c5a9fb1,555b130996f3,
CUST101876,normal,970,e524b815e906,b56166828b9b,ac01ab554b6f,
CUST101877,normal,106,7edfa34ea2de,e4dd115ca3dd,3f6f228df0d8,
CUST101878,normal,1312,f20259dcefcb,f9f0c99e86a8,40c2f9fa4415,
CUST101879,normal,409,ecb5abe9b640,361bd379af58,a967bd74c9f3,
CUST101880,normal,396,69068ae0c15b,68b5743ae4b5,52ce81851801,
CUST101881,normal,1063,02e9b2ed669b,d46d679a0f20,cc72ee9b9cbe,
CUST101882,normal,1408,b5de169a27ac,835b1816f65a,620f241e38da,
CUST101883,occasional_returner,743,38f9da1c2667,01a58fb5429d,9182629d2604,
CUST101884,normal,763,54c06f7cb8be,916c8e32cb13,7e30d5b123b4,
CUST101885,normal,825,966dce1c8eac,9b0cef654999,ef5cb8c3b629,
CUST101886,normal,440,ea8a2c62d874,e4b79e545e5d,6dfe8dea0bb6,
CUST101887,normal,896,97864c7cb306,f1647bdd45ff,1bd8f4666d7f,
CUST101888,occasional_returner,1441,1e6b6d68336a,24c751844b8f,ecec5b088f83,
CUST101889,normal,577,12b04f84d06b,ee5bea55b2db,8eb9f3e78f33,
CUST101890,normal,1160,a5ee0c8dd7ad,c83ba74a2ffd,28f033bcb5d5,
CUST101891,occasional_returner,1161,284d5dd454c9,d639a04ffa7f,2177d9e83e92,
CUST101892,normal,1276,5b8312b60ee6,3630c425d3b9,84f762558e48,
CUST101893,normal,1086,9d73e6e75ba7,2a39fad0d297,4b4cd121aed2,
CUST101894,normal,1382,66a634b3d23a,e774b0b5549e,64d9ed2ae6cb,
CUST101895,normal,1072,3c842092a0df,7204ff9fd4a5,2db8b899d30c,
CUST101896,normal,1464,08f1a0aaf15d,82ac81b78e18,2a7783c1a893,
CUST101897,normal,1074,cc14327e7b94,d3f8ea76658a,9b85ab714546,
CUST101898,normal,1256,135cdc0db1ee,dace86490b91,15121a0610d0,
CUST101899,normal,1336,39fd740df8c2,51e0d2ac8f60,a5431c1755b3,
CUST101900,normal,1475,2eb62187efc4,8ed09a27a60b,9fcf0019c4f1,
CUST101901,normal,895,5c35b7d4bcd6,0315717f3210,58a21ddef5d6,
CUST101902,occasional_returner,1066,ae8b17bba4a1,c1595a52a5ee,cd6fc07509b7,
CUST101903,normal,1450,b3f0d4601853,0bd5a5f6ad2f,796b65acf8dd,
CUST101904,normal,573,0826fabf4236,3f91b82df3b0,f117f399be23,
CUST101905,normal,183,d53edb0b5102,db65901a931c,3748e964f2f0,
CUST101906,normal,1326,30595c5d652a,9ad6c10a02cc,b1dcf0dedc5b,
CUST101907,normal,949,1ab3d48156f0,5ab58c96e169,08d45555ff80,
CUST101908,occasional_returner,645,f8ed8d8d582d,e8f3d4126c99,1227a8cc107f,
CUST101909,serial_abuser,1076,dd02040f35cd,e70072d283b7,500b17970493,
CUST101910,normal,53,25902028248a,e8d37fdb6820,1f9dc68d2e98,
CUST101911,normal,718,585ac4e04017,b7a78b38a14b,cee4c5988d6e,
CUST101912,serial_abuser,401,6cce480140bf,30e5ddb682c0,7a0e898099a5,
CUST101913,normal,435,84bec635eb1b,a564d88d1e80,5f2efab6841d,
CUST101914,normal,1454,c058507e82f2,cff74a5c3f3d,973556e90657,
CUST101915,normal,827,52a401288cc2,6531789aea9d,26d474f39aa6,
CUST101916,normal,214,2c43ea0615c8,a83a951d5180,0da03da0c722,
CUST101917,occasional_returner,550,da3d3c6ed577,09afeb6120ac,a322cd60313b,
CUST101918,normal,367,8d53bab74bfd,396d0d597d61,bebcdcbe4d53,
CUST101919,ring_member,1364,0cbadf646cf1,a0def0cd5232,710d1c5baebf,RING20
CUST101920,normal,440,71f0e6027868,340d9323e494,6cd3b53c64e2,
CUST101921,normal,538,b78bacf0d8f1,8deedf54d80f,a24a40078400,
CUST101922,normal,504,453b4eb665d2,d9dbccb6cc23,c97616ec909c,
CUST101923,normal,267,28ff7002b6f1,d1f0be78e6e2,ba2177752a81,
CUST101924,normal,1171,7085cfcaf3d1,f35da1921cd2,21a7636608ef,
CUST101925,normal,866,b12453f04235,79108b80f6fc,16189f233eb1,
CUST101926,normal,658,b26636986e23,df7641b045b0,f7ad26a63a35,
CUST101927,occasional_returner,597,4f0cd5957780,8da14046d016,c9bc0e3eea47,
CUST101928,normal,1001,7b8b68ea4a24,24acaa4981f2,ffb469d4d02a,
CUST101929,normal,148,396ff2e52738,6804b8ed3859,63829dff8fee,
CUST101930,normal,1397,1e79fd3daf54,b908b47cc8fd,73ba1948bfc3,
CUST101931,normal,849,dbf40ef0979e,d962c1c51d12,095d6d9ef5f0,
CUST101932,occasional_returner,345,d5f54d650b15,ee167123d705,2b6076bb62e0,
CUST101933,occasional_returner,809,b0ff9422b07a,b9a485bd98fe,48c561af11fc,
CUST101934,occasional_returner,1278,89a70c53db94,1ecaf0873ac0,dd47a8d571af,
CUST101935,normal,263,0fddcbe626ce,22bf62106d68,bb9c6e63f027,
CUST101936,normal,788,5d416815977f,b303cdb8a0ab,af7ada70d737,
CUST101937,normal,898,468bb8d5ae18,71a221888cae,2807dd5cd18d,
CUST101938,normal,1216,6998d6d7c857,89f44b596123,ba29d7ce71e6,
CUST101939,normal,853,e4f80ee40d62,e9f7985ed4f0,dc15b216d670,
CUST101940,normal,1105,deede4cf4a29,e5f9165f5b6f,41621bd8ebab,
CUST101941,normal,1161,3698939d07bf,22ec6fd41efc,a095af87b48d,
CUST101942,normal,1337,cdc76cb8bfa9,bac894e7c7e6,936fe2e409ee,
CUST101943,normal,545,9b4066c61db4,0d4bab72924b,ec0f404809a8,
CUST101944,occasional_returner,1057,c6ddaeb73734,6d23ee7b2f3f,e8833bf4dddf,
CUST101945,serial_abuser,376,524ee362420e,dbd045ef67f3,4873169c9536,
CUST101946,normal,1267,f07f8358d44f,5604a6f116b9,faa43aa85df1,
CUST101947,serial_abuser,1427,ae0e81454a5c,0bf23919c804,937ea6a4f58f,
CUST101948,normal,444,1db1b2358639,5fdd2364715d,c0aa0c90a125,
CUST101949,serial_abuser,844,fb13c8770ed1,e50ee162cde7,e7dd3bba41ed,
CUST101950,ring_member,1234,843f0624a3a5,86cd5b5dc063,f1b1d70a5ab4,RING32
CUST101951,normal,45,ac13d5070fac,8faa36fbdee1,0cf9629d30c7,
CUST101952,occasional_returner,1059,dcad24026239,4261ab4e6cee,96a8762ed84c,
CUST101953,ring_member,1231,f03dd9c2d13f,5ee5a0a09cd1,d0388a77a545,RING41
CUST101954,serial_abuser,1307,ae15c6d0f69b,b3e3a69d21a4,f23b7c85853a,
CUST101955,ring_member,299,c26c922b8179,129ba1d1c409,ec6b214e0a6a,RING16
CUST101956,normal,1136,4701f294a44f,df4b94a8f772,68c336da324d,
CUST101957,normal,1180,b9c886d0f11b,3c9602212382,4e8c51a8f3e8,
CUST101958,occasional_returner,9,b8f635cf9571,8b3409eff23f,529aad05d1a1,
CUST101959,normal,1059,54e6ee112937,935ccbdb69cb,ad7179b038b2,
CUST101960,normal,941,a94c016e0b38,29bded1bf99f,aef2855f14e7,
CUST101961,normal,1453,44697be90658,63191f95ff27,aadea405f815,
CUST101962,normal,69,1f2c9813f3f1,49844382c2e4,830a6e0cac32,
CUST101963,normal,1448,1bdc5d0bf557,741f45246c5f,741351c63353,
CUST101964,occasional_returner,859,ff9b290a311c,78efecbca59f,2dc352b763d2,
CUST101965,normal,415,dfa627c3681c,7ebc7cfd4aa2,436c3d1c052a,
CUST101966,occasional_returner,584,74698c609baa,3066e53f6f20,1f8c7746120e,
CUST101967,occasional_returner,1150,41be41553af5,199c9ad9c1cc,0770e6011e45,
CUST101968,normal,1494,73f044c473db,9db90fc77f65,3509b9977b1b,
CUST101969,normal,478,c1280d2d9a46,0b4c7e803f8d,a4ae03832ee3,
CUST101970,normal,1475,5e4860b064ea,2b47e01a83c8,428f5c869cc8,
CUST101971,ring_member,945,9ee6a9bb0c3b,7cb85f2809a8,fd9fa97c6723,RING2
CUST101972,occasional_returner,292,132d2a4e1f7b,0415670a36d0,e77c4a75c93a,
CUST101973,normal,898,c8c7310b9d9a,1234c9513451,673f99cf9770,
CUST101974,normal,1203,0f387983ceaf,3fc9ed62cca9,2742b40f4640,
CUST101975,normal,86,a08be9a0bc28,2ec8c1dd671a,01399114fe4b,
CUST101976,normal,122,2da517332f4c,ad9ee3471a5b,16d4cbf70b83,
CUST101977,serial_abuser,12,a76e5c942861,187b27468945,ff43798a402b,
CUST101978,occasional_returner,857,2a89cef8874d,4c05bd82ba9d,499b0d0c631c,
CUST101979,normal,91,c515492590f5,07a68f5531c0,9404486fb32d,
CUST101980,occasional_returner,1398,77c3fa5f399a,bbe85124b47d,d753d6150c34,
CUST101981,normal,196,6cc532216bda,9b7e384f4551,0fee61a4688c,
CUST101982,occasional_returner,112,4a6e333e38d6,5b9fa4164adf,1de99999b605,
CUST101983,normal,390,282dc7ba35ef,37d8d87c362a,1906703c3822,
CUST101984,normal,1145,311fb15d7207,99025d4728ba,311d5f8726db,
CUST101985,serial_abuser,1360,4917b8b57109,ed1fce33d3ae,4f41fa85fdc5,
CUST101986,normal,380,7ab76e6f1989,df44532ec17e,2e1f08928652,
CUST101987,normal,780,b4b27e58e0c3,5396ff0b4640,e836b7ffc590,
CUST101988,ring_member,1161,8895e40dfcf0,f919f6ad9dd7,df347676a760,RING24
CUST101989,normal,1196,ac966787ec3f,88df52c284a8,4390f9bf8d89,
CUST101990,normal,233,ba4268d118a0,294dc308ebd7,dcdb60020230,
CUST101991,normal,1258,99edd2609dff,849e54496986,cfc74c31d473,
CUST101992,normal,1301,5ee19999caeb,12276589490b,7d0cbb4d87e8,
CUST101993,normal,1103,4153348a2ab6,a0b5deef9bb7,991dec24a851,
CUST101994,normal,793,bc242946b05a,53261a6f96ab,cfa7bb8d32de,
CUST101995,occasional_returner,590,a416dcbe7f0f,c77f6d2d6cef,b28ba6b03f9c,
CUST101996,normal,1334,314722dfb093,0c94e64fa0ce,778f9f759e83,
CUST101997,normal,1296,5a3b68c8612e,08ce3a8fbe39,8cd4ec65e19d,
CUST101998,occasional_returner,779,a6d637c1a0a4,589dcb1b706d,1ba6bcbf022f,
CUST101999,normal,1114,4220fbb1664a,029d9c03a3ad,520a999249d8,
CUST102000,occasional_returner,602,a11f71f2f2f1,6187d72c9655,736b7a3670f5,
CUST102001,normal,1116,c16c75597e4a,29dcec65bac8,ed39881f10f9,
CUST102002,ring_member,138,d4cf56095c5b,d5232f770cae,2d9178d31b09,RING8
CUST102003,normal,1352,be197c45a841,eb7ed952548f,f70e050e876a,
CUST102004,normal,775,9ca6fe2c7687,3fa874dde598,4c49edf25b06,
CUST102005,serial_abuser,900,a35cb397a8e6,03e1a16624bc,4aec41c1776a,
CUST102006,normal,288,b8b9a9b04768,671020ecf3df,3f8f328cdd4b,
CUST102007,normal,795,6071b35b50bc,fab7e4648b17,6fae0c53c6e0,
CUST102008,normal,9,1fbcc1cdd8d5,4a7898f0f913,3e9ebb750b80,
CUST102009,normal,1335,aea5cd301205,4cf55cc07aac,6f4d2a5784d5,
CUST102010,normal,1124,d827af588500,d1bea1504204,095cfbc1e645,
CUST102011,normal,684,52c24da6b739,0acf768972fc,bf52bd4b1c5b,
CUST102012,normal,1254,6fdef9c4289f,2e5d53eb8218,b35ad6088cea,
CUST102013,normal,1218,8bb19761abbf,f5de9df61a7b,b056e41f84ee,
CUST102014,normal,183,d964ebf70505,9e09a93a4512,1fabeb4802e4,
CUST102015,normal,85,45523d38eebd,725f8ff8a822,7213ab4a434f,
